Date;Amounts due from domestic correspondents;Amounts due to the Confederation;Balances from swap transactions against CHF;Banknotes in circulation;CHF securities;Claims from CHF repo transactions;Claims from USD repo transactions;Domestic money market claims;Foreign currency investments;Foreign currency liabilities;Gold holdings and claims from gold transactions;IMF SDR counterpart;International payment instruments;Liabilities from CHF repo transactions;Loan to stabilisation fund;Monetary assistance loans;Other assets;Other liabilities;Other sight liabilities;Other time liabilities;Provisions and equity capital;Reserve position in the IMF;SNB debt certificates;Secured loans;Sight deposits of domestic banks;Sight deposits of foreign banks and institutions;Total assets;Total liabilities
2024-05-01;0,00;30.546,69;0,00;73.492,44;3.849,68;0,00;0,00;0,00;742.082,65;24.005,38;70.773,44;10.575,58;11.096,03;68.235,00;0,00;1.360,98;1.409,74;67,38;1.767,97;0,00;127.520,66;1.804,18;53.465,57;11.373,46;448.469,45;5.604,03;843.750,15;843.750,15
2024-06-01;0,00;26.524,30;0,00;73.215,49;3.900,84;0,00;0,00;0,00;730.928,92;18.717,11;70.019,58;10.426,53;10.933,66;77.740,20;0,00;1.351,00;1.511,39;1.085,01;1.615,47;0,00;119.387,15;1.870,96;55.885,30;2.012,19;435.624,68;2.307,29;822.528,54;822.528,54
2024-07-01;0,00;24.233,14;0,00;73.128,89;3.875,29;0,00;0,00;0,00;719.731,17;15.704,59;71.186,41;10.319,29;10.932,34;79.714,00;0,00;1.525,69;1.381,16;61,50;1.941,07;0,00;112.774,52;1.745,68;51.145,44;1.979,00;441.647,54;1.686,75;812.356,75;812.356,75
2024-08-01;0,00;24.182,17;0,00;72.198,78;3.866,44;0,00;0,00;0,00;713.233,59;19.393,39;71.471,59;10.082,93;10.717,03;86.476,00;0,00;1.486,75;1.311,31;225,75;2.080,23;0,00;101.380,67;1.648,53;47.864,85;1.955,97;440.171,42;1.635,00;805.691,20;805.691,20
2024-09-01;0,00;21.750,40;0,00;72.022,49;3.974,90;0,00;0,00;0,00;738.256,67;22.342,39;74.431,11;10.099,24;10.738,37;67.889,88;0,00;1.497,04;1.322,69;874,52;5.802,61;0,00;125.061,00;1.658,87;49.626,86;1.861,47;444.714,23;13.557,50;833.741,13;833.741,13
2024-10-01;0,00;18.401,82;0,00;72.024,98;3.950,61;0,00;0,00;0,00;735.525,81;17.157,79;79.132,32;10.164,60;10.803,25;83.111,00;0,00;1.497,18;1.011,85;74,56;2.183,07;0,00;132.028,47;1.618,51;49.495,48;1.699,40;443.931,03;6.666,12;835.238,93;835.238,93
2024-11-01;0,00;18.011,07;0,00;72.312,70;3.936,77;0,05;0,00;0,00;744.170,50;19.143,97;78.267,71;10.228,01;10.862,07;86.327,00;0,00;1.502,96;977,46;100,00;1.799,84;0,00;137.333,67;1.716,74;48.264,25;1.615,02;448.129,70;1.399,08;843.049,28;843.049,28
2024-12-01;0,00;16.472,46;0,00;74.171,85;4.027,99;0,00;0,00;0,00;754.159,47;23.305,98;79.047,81;10.312,32;10.944,38;82.549,82;0,00;1.595,87;1.095,80;456,28;2.150,60;0,00;143.313,02;1.715,28;70.156,87;1.491,63;420.034,87;11.154,17;854.078,23;854.078,23
2025-01-01;0,00;11.094,12;0,00;72.995,88;3.990,67;0,00;0,00;0,00;755.772,49;19.605,49;85.504,50;10.473,80;11.066,05;107.023,00;0,00;1.609,36;989,48;88,79;1.862,06;0,00;154.925,98;1.733,26;54.703,25;1.461,17;422.557,96;6.796,65;862.126,99;862.126,99
2025-02-01;0,00;12.825,80;0,00;72.592,38;3.972,05;0,00;0,00;0,00;756.217,84;21.294,57;85.540,78;10.421,86;11.042,47;103.990,00;0,00;1.597,24;980,08;102,21;1.569,64;0,00;153.369,47;1.632,98;57.225,47;1.448,23;426.554,57;2.485,68;862.431,65;862.431,65
2025-03-01;0,00;11.575,76;0,00;72.445,86;3.905,34;0,00;0,00;0,00;753.955,60;28.436,16;91.825,16;10.329,70;10.988,41;89.389,74;0,00;1.611,11;1.205,47;424,91;4.571,54;0,00;149.993,34;1.675,94;67.839,13;1.411,13;417.420,11;14.151,92;866.578,17;866.578,17
2025-04-01;0,00;19.391,08;0,00;72.340,86;3.903,36;0,00;0,00;0,00;732.609,85;30.416,47;90.988,59;9.864,65;10.490,67;85.320,00;0,00;1.530,87;992,62;106,28;2.334,14;0,00;117.741,24;1.711,00;61.403,19;1.215,92;434.396,42;10.128,55;843.442,87;843.442,87
